passenger_id;age;flight_id;gender_id;travel_type_id;satisfaction_id;customer_type_id
196;45;176;1;1;1;1
197;43;177;1;2;2;1
198;52;25;2;1;1;1
199;57;178;2;2;1;1
200;13;110;2;1;1;1
201;45;179;2;2;2;1
202;43;180;2;2;2;1
203;53;181;1;2;1;1
204;23;182;1;2;2;1
205;16;183;2;1;1;1
206;23;184;1;2;1;1
207;45;185;1;1;1;1
208;46;186;2;2;2;1
209;49;187;2;1;1;1
210;40;188;2;2;1;1
211;19;189;2;2;2;1
212;48;33;2;1;1;1
213;64;88;2;2;1;1
214;38;190;2;2;2;1
215;23;191;1;1;1;1
216;38;192;2;2;2;1
217;41;5;1;1;1;1
218;29;124;1;1;1;1
219;47;193;1;2;2;1
220;50;194;1;1;1;1
221;18;195;2;1;1;1
222;20;196;2;1;1;1
223;41;197;2;2;2;1
224;12;198;2;1;1;1
225;36;199;2;1;1;1
226;49;110;1;2;2;1
227;55;200;2;1;1;1
228;43;201;2;2;1;1
229;49;202;2;2;1;2
230;35;203;2;2;1;2
231;45;204;1;2;2;1
232;28;205;2;2;2;1
233;60;206;1;2;2;1
234;35;207;1;2;1;1
235;38;34;2;2;1;2
236;48;208;1;2;2;1
237;65;152;2;1;1;1
238;30;209;1;1;1;1
239;51;210;2;1;1;1
240;23;109;1;2;2;2
241;37;181;2;2;1;1
242;23;211;1;2;2;1
243;32;212;1;2;1;1
244;67;25;1;1;1;1
245;65;213;1;1;1;1
246;48;214;2;2;2;1
247;60;215;1;2;2;1
248;31;96;2;2;1;1
249;22;216;1;2;2;1
250;27;217;1;2;1;2
251;19;218;2;1;1;1
252;26;219;2;2;1;2
253;72;220;1;2;1;1
254;34;221;2;2;2;1
255;45;222;2;2;2;1
256;51;223;1;2;1;1
257;26;224;2;2;1;2
258;12;25;2;1;1;1
259;72;225;2;2;1;1
260;45;36;1;2;2;1
261;22;226;2;2;2;1
262;53;227;2;1;1;1
263;33;228;2;2;1;2
264;46;229;2;1;1;1
265;54;230;1;2;2;1
266;40;30;2;2;1;1
267;37;231;2;2;1;1
268;35;232;2;2;2;1
269;26;233;2;2;2;2
270;62;234;2;2;2;1
271;58;235;1;2;2;1
272;55;34;2;1;1;1
273;60;236;2;2;1;1
274;15;237;2;1;1;1
275;67;64;1;1;1;1
276;43;238;1;2;2;1
277;30;239;1;2;2;1
278;42;240;2;2;2;1
279;40;241;1;2;2;1
280;47;242;1;2;2;1
281;38;243;1;2;1;1
282;25;244;2;1;1;1
283;26;76;1;2;1;2
284;66;245;1;1;1;1
285;69;246;2;2;1;1
286;22;208;2;2;1;1
287;8;247;1;1;1;1
288;37;107;2;2;2;2
289;69;248;2;1;1;1
290;28;249;1;2;1;1
291;51;250;1;2;1;1
292;46;251;2;1;1;1
293;39;252;1;2;2;2
294;21;253;2;2;1;2
295;46;254;1;2;2;1
296;36;255;2;2;2;1
297;60;256;1;2;2;1
298;23;54;1;2;1;1
299;52;257;1;1;2;1
300;36;258;1;2;2;1
301;41;259;1;2;2;1
302;45;260;1;2;2;1
303;67;29;1;1;1;1
304;45;261;2;2;2;1
305;56;262;2;1;1;1
306;62;263;2;2;1;2
307;30;264;2;2;1;1
308;48;265;1;2;2;1
309;32;266;2;2;2;1
310;30;267;2;2;2;1
311;40;268;2;2;1;2
312;42;269;1;2;2;1
313;52;270;2;2;2;1
314;50;271;1;2;2;1
315;18;119;2;1;1;1
316;30;272;1;2;2;1
317;26;62;2;2;1;2
318;37;273;1;2;2;2
319;64;85;1;1;1;1
320;21;263;1;2;2;2
321;52;274;2;2;1;1
322;52;275;2;2;2;1
323;29;229;2;1;1;1
324;13;276;2;1;1;1
325;28;277;1;2;2;1
326;13;278;1;1;1;1
327;16;279;1;1;1;1
328;58;280;1;2;2;1
329;24;86;1;2;1;2
330;25;139;1;2;1;1
331;34;281;1;1;1;1
332;44;282;2;2;2;1
333;23;161;2;1;1;1
334;20;283;1;2;2;2
335;8;227;1;1;1;1
336;26;284;2;2;1;1
337;43;285;1;2;1;1
338;72;286;2;2;1;1
339;48;287;2;2;2;1
340;27;288;1;1;1;1
341;25;289;1;2;1;1
342;26;290;1;2;1;2
343;16;265;1;2;1;2
344;36;291;2;2;1;2
345;55;292;1;1;1;1
346;23;187;2;2;2;2
347;50;293;1;2;1;1
348;45;294;2;2;2;1
349;57;191;1;2;2;1
350;50;295;2;2;2;1
351;42;296;2;1;1;1
352;34;297;2;2;2;1
353;17;298;2;2;1;2
354;45;299;1;2;2;1
355;59;300;2;2;2;1
356;39;301;1;2;2;1
357;28;302;1;2;1;1
358;44;303;2;1;1;1
359;9;304;1;1;2;1
360;24;305;2;2;1;1
361;37;263;2;1;1;1
362;25;155;2;2;2;2
363;22;306;1;2;2;1
364;55;304;1;2;2;1
365;53;292;1;2;2;1
366;46;150;2;2;2;1
367;62;10;1;1;2;1
368;53;56;2;2;2;1
369;50;307;2;2;2;1
370;57;308;1;2;2;1
371;54;309;2;2;2;1
372;42;310;2;2;2;1
373;17;311;1;1;1;1
374;53;312;2;2;2;1
375;49;313;1;2;2;1
376;37;314;2;2;2;1
377;35;122;1;2;2;1
378;30;315;1;2;1;1
379;16;316;2;1;1;1
380;46;317;1;2;2;1
381;51;318;2;2;1;1
382;70;319;1;1;1;1
383;26;320;1;2;1;2
384;46;321;1;2;2;1
385;12;322;2;1;1;1
386;25;323;1;2;2;1
387;63;324;2;2;2;1
388;48;325;2;2;2;1
389;43;326;2;2;2;1
390;35;110;2;2;2;1
391;32;327;2;2;2;1
392;44;328;1;1;1;1
393;60;329;1;1;1;1
394;20;330;2;1;1;1
395;10;331;2;1;1;1
396;51;252;2;2;1;1
397;22;332;2;1;1;1
398;42;333;2;1;1;1
399;32;334;1;2;2;1
400;24;335;1;1;1;1
401;43;336;2;2;2;1
402;7;218;1;1;1;1
403;29;337;1;2;2;1
404;48;338;2;2;2;1
405;25;339;1;2;1;2
406;25;36;1;1;1;1
407;35;54;2;2;2;1
408;57;340;2;2;1;1
409;52;341;1;2;2;1
410;17;342;2;2;2;1
411;30;343;2;1;1;1
412;38;26;1;2;2;1
413;38;344;2;2;2;1
414;38;345;2;2;1;2
415;23;346;1;2;2;2
416;39;347;2;2;2;1
417;55;348;2;2;1;1
418;25;196;2;2;1;2
419;59;349;1;2;1;1
420;9;224;2;1;1;1
421;26;350;2;2;2;2
422;51;351;1;2;2;1
423;40;121;1;2;2;1
424;56;352;1;2;1;1
425;56;353;2;1;1;1
426;18;354;2;1;1;1
427;8;355;2;1;1;1
428;33;356;1;2;2;1
429;46;357;1;2;2;1
430;41;358;2;2;1;1
431;36;359;2;2;2;1
432;26;360;1;2;2;1
433;36;131;2;2;1;2
434;31;361;1;2;2;1
435;24;362;1;1;1;1
436;39;363;2;2;2;1
437;20;364;2;2;1;2
438;69;219;2;1;1;1
439;27;365;2;2;1;2
440;10;366;2;2;1;1
441;60;367;1;2;2;1
442;44;368;1;2;2;1
443;68;369;2;1;1;1
444;41;370;1;2;1;1
445;46;371;2;2;1;1
446;54;372;1;2;1;1
447;44;373;2;2;1;1
448;43;150;1;1;2;2
449;44;374;2;2;2;2
450;26;375;2;2;1;2
451;48;376;1;2;2;1
452;30;377;1;2;2;1
453;46;378;2;2;2;1
454;23;379;1;2;1;2
455;39;295;1;2;2;1
456;24;380;1;2;2;1
457;48;41;2;1;1;1
458;63;381;1;1;1;1
459;37;382;1;2;2;1
460;37;383;1;2;1;1
461;57;384;1;2;2;1
462;21;385;1;1;1;1
463;9;386;1;2;1;1
464;24;387;2;2;2;1
465;36;388;1;2;1;2
466;44;389;1;2;2;1
467;49;390;2;2;1;1
468;42;391;1;2;2;1
469;52;392;2;1;2;1
470;52;36;1;2;1;1
471;20;55;1;1;1;1
472;47;145;1;2;2;1
473;45;393;1;2;1;1
474;44;394;2;2;2;1
475;47;395;2;2;1;1
476;57;396;2;2;2;1
477;34;143;2;2;2;1
478;26;397;2;2;2;1
479;45;398;2;2;2;1
480;33;209;2;2;2;1
481;22;399;1;2;1;2
482;51;76;1;2;2;1
483;60;400;1;1;2;1
484;40;401;1;2;2;1
485;62;402;1;2;1;1
486;68;403;2;1;1;1
487;38;404;1;2;1;1
488;44;328;1;2;2;1
489;11;405;1;1;1;1
490;33;213;2;1;1;1
491;10;406;2;1;1;1
492;51;407;1;2;2;1
493;34;408;1;2;2;1
494;69;409;1;2;1;1
495;49;410;2;2;2;1
496;30;411;1;2;1;1
497;40;365;2;1;1;1
498;29;311;2;1;1;1
499;68;76;1;1;1;1
500;53;412;2;2;1;1
501;24;413;2;2;2;1
502;43;414;1;2;2;1
503;7;415;1;1;1;1
504;65;87;2;1;1;1
505;8;416;2;1;1;1
506;50;417;1;1;1;1
507;26;168;1;1;1;1
508;24;364;2;1;1;1
509;55;418;2;1;1;1
510;21;328;2;2;1;2
511;57;419;2;2;2;1
512;22;304;1;2;2;1
513;49;420;2;1;1;1
514;31;421;2;1;1;1
515;21;422;1;2;2;2
516;38;384;2;2;2;2
517;42;423;2;2;1;1
518;55;424;1;2;2;1
519;26;344;1;2;1;2
520;43;425;1;2;1;1
521;12;29;1;1;1;1
522;32;209;2;2;1;1
523;46;426;2;2;2;1
524;19;110;1;2;1;1
525;38;85;2;2;2;1
526;52;91;2;2;2;1
527;47;147;1;2;1;2
528;19;150;1;1;1;1
529;43;427;2;1;1;1
530;23;428;2;2;1;1
531;45;429;1;2;2;1
532;58;430;2;1;2;1
533;25;146;1;2;1;2
534;68;185;2;1;1;1
535;64;431;2;2;2;1
536;57;432;1;2;2;1
537;43;433;2;2;1;1
538;28;434;1;2;2;1
539;30;235;1;2;1;2
540;23;435;1;2;2;1
541;37;436;1;2;2;2
542;54;437;1;2;2;1
543;40;438;2;2;2;1
544;47;439;1;2;2;1
545;24;263;2;2;2;2
546;25;252;2;1;1;1
547;40;440;2;2;2;1
548;38;441;2;2;2;1
549;45;442;2;2;2;1
550;29;443;2;1;1;1
551;42;444;2;2;2;1
552;42;445;2;2;1;2
553;27;122;1;2;1;2
554;38;428;1;2;1;2
555;64;446;2;1;1;1
556;46;447;1;2;1;1
557;46;417;1;2;2;1
558;53;448;2;2;2;1
559;48;449;1;1;1;1
560;9;35;2;1;1;1
561;39;450;1;2;2;1
562;16;451;1;1;1;1
563;29;452;1;1;1;1
564;41;453;2;2;2;1
565;51;454;1;2;2;1
566;42;455;2;2;2;1
567;51;456;1;2;2;1
568;50;457;2;2;2;1
569;48;458;1;2;2;1
570;50;74;1;2;2;1
571;20;459;1;2;1;2
572;36;460;2;2;1;2
573;10;328;1;1;1;2
574;64;461;1;1;1;1
575;58;462;1;1;1;1
576;55;331;2;2;2;1
577;64;463;2;1;1;1
578;52;242;1;2;2;1
579;10;464;1;1;1;1
580;7;329;1;2;1;2
581;43;465;2;2;2;1
582;42;466;2;2;2;1
583;16;467;2;2;2;1
584;51;468;1;2;2;1
585;35;469;1;2;1;1
586;47;191;1;1;1;1
587;35;470;2;2;1;2
588;13;471;2;2;1;1
589;24;122;1;2;2;1
590;34;472;1;2;2;1
591;51;473;1;2;2;1
592;39;235;1;2;1;2
593;35;474;2;2;1;2
594;48;83;2;2;2;1
595;44;336;1;2;2;1
596;66;475;2;1;1;1
597;26;476;1;1;1;1
598;65;477;2;1;1;1
599;20;478;2;2;1;2
600;30;479;1;1;1;1
601;40;225;1;2;2;1
602;45;480;1;1;1;1
603;58;258;1;1;1;1
604;37;481;1;2;1;2
605;37;2;2;2;1;2
606;25;482;1;1;2;1
607;26;483;2;2;1;2
608;27;484;2;2;2;1
609;52;485;1;1;2;1
610;26;486;1;2;2;1
611;58;415;1;2;2;1
612;50;487;1;2;1;1
613;11;43;2;2;1;2
614;25;104;1;2;2;2
615;22;133;1;2;1;2
616;43;488;1;1;2;1
617;41;489;2;2;2;1
618;40;490;2;2;1;2
619;20;491;2;2;1;1
620;43;65;1;2;2;1
621;50;492;2;2;2;1
622;24;87;2;2;1;2
623;32;64;1;2;1;2
624;47;493;1;2;2;1
625;28;494;2;2;1;2
626;23;112;2;2;2;1
627;38;306;1;2;2;1
628;53;495;1;2;2;1
629;52;496;1;2;2;1
630;20;497;2;2;2;2
631;43;146;2;2;2;1
632;40;83;2;2;2;1
633;43;498;1;2;2;1
634;34;364;1;1;1;1
635;37;499;2;2;1;1
636;61;500;2;2;1;1
637;29;217;2;1;2;1
638;41;283;2;2;2;2
639;28;501;2;1;1;1
640;58;372;2;2;1;1
641;50;502;1;2;1;1
642;46;503;1;2;2;1
643;28;121;2;2;2;1
644;61;47;1;1;2;1
645;27;448;2;2;1;1
646;43;190;2;1;1;1
647;34;504;1;1;1;1
648;56;505;1;1;1;1
649;69;439;1;1;1;1
650;62;104;1;1;1;1
651;30;506;1;2;2;1
652;25;507;1;2;2;2
653;53;508;1;2;2;1
654;46;133;1;2;2;1
655;48;509;1;1;1;1
656;46;437;2;2;2;1
657;40;185;2;2;2;2
658;39;510;1;1;1;1
659;22;93;1;2;2;2
660;35;381;2;2;2;1
661;29;45;2;1;1;1
662;33;511;2;2;1;1
663;26;83;1;2;1;2
664;27;386;2;1;1;1
665;24;512;2;2;2;2
666;16;167;2;1;2;1
667;47;492;1;2;2;1
668;45;513;2;1;1;1
669;39;514;2;2;2;1
670;35;515;1;2;1;1
671;23;365;2;2;1;1
672;35;221;1;2;1;1
673;50;516;1;2;2;1
674;40;328;2;2;1;1
675;45;104;1;2;1;1
676;60;517;2;2;2;1
677;11;518;1;1;1;1
678;38;503;1;2;2;2
679;26;128;2;2;1;2
680;17;519;2;1;1;1
681;40;520;1;2;2;1
682;60;521;2;2;2;1
683;43;522;2;2;2;1
684;50;523;1;2;2;1
685;46;110;1;2;1;1
686;29;524;1;2;1;1
687;23;525;1;2;2;2
688;17;526;1;1;1;1
689;65;527;1;2;2;2
690;47;528;1;2;1;2
691;34;529;1;2;2;1
692;64;205;1;1;1;1
693;42;530;1;2;2;1
694;53;97;1;1;1;1
695;38;13;1;1;1;1
696;8;265;2;2;1;2
697;31;531;1;2;2;1
698;41;153;1;2;1;1
699;32;532;1;1;1;1
700;56;282;2;2;2;1
701;19;533;1;2;1;2
702;25;462;1;2;1;2
703;39;534;2;2;1;2
704;9;535;1;1;1;1
705;39;536;2;2;1;1
706;21;537;2;2;2;1
707;20;452;1;1;1;1
708;55;320;1;2;2;1
709;69;538;2;1;2;2
710;25;539;2;2;2;1
711;69;176;1;2;1;1
712;67;540;2;1;1;1
713;33;353;1;2;1;1
714;39;541;1;2;2;1
715;17;355;2;1;1;1
716;39;542;2;2;2;1
717;25;543;2;2;1;2
718;32;544;1;2;2;1
719;23;302;2;1;1;1
720;46;545;2;2;1;1
721;50;109;2;2;2;1
722;43;546;2;2;1;1
723;35;285;1;2;2;1
724;62;13;1;1;1;1
725;47;392;2;2;1;2
726;13;547;2;2;1;2
727;68;417;2;1;1;1
728;29;548;2;2;1;2
729;57;163;1;2;2;1
730;32;549;2;1;1;1
731;55;550;1;2;1;1
732;31;551;2;2;2;1
733;7;552;1;1;1;1
734;59;553;2;1;1;1
735;62;312;1;1;1;1
736;33;554;1;1;1;1
737;30;555;2;2;2;1
738;30;556;2;2;1;1
739;41;216;1;2;2;1
740;60;557;1;2;1;1
741;60;5;2;1;1;1
742;15;558;1;2;2;2
743;36;252;2;2;1;2
744;50;559;1;2;2;1
745;22;560;1;2;1;2
746;39;561;1;1;1;1
747;24;527;1;1;1;1
748;51;562;2;2;2;1
749;49;563;1;2;2;1
750;56;564;2;2;2;1
751;57;12;1;2;1;1
752;57;12;1;2;2;1
753;50;565;2;2;2;1
754;53;566;2;2;1;1
755;53;399;2;1;1;1
756;41;567;2;2;2;1
757;42;257;1;2;2;1
758;62;436;1;1;1;1
759;50;568;2;2;1;1
760;54;569;2;2;2;1
761;49;570;1;2;2;1
762;60;571;2;1;1;1
763;59;183;2;2;1;1
764;24;572;2;2;2;2
765;60;225;1;1;1;1
766;23;205;1;2;1;2
767;37;546;1;1;1;1
768;49;350;1;2;2;1
769;62;128;1;1;1;1
770;56;573;1;2;1;1
771;25;422;2;2;1;2
772;49;574;2;2;2;1
773;32;164;1;1;1;1
774;25;575;1;2;2;1
775;55;349;1;2;1;1
776;50;576;2;2;2;1
777;39;577;1;2;2;1
778;42;578;2;2;2;1
779;52;579;1;2;1;1
780;57;580;2;2;1;1
781;34;3;2;2;1;2
782;22;210;1;2;2;2
783;42;494;2;2;2;1
784;61;123;2;1;1;1
785;40;581;2;2;2;1
786;55;582;2;2;1;1
787;66;420;1;1;1;1
788;26;583;1;2;1;2
789;43;584;2;2;1;2
790;24;585;2;1;1;1
791;60;586;1;2;2;1
792;17;587;2;2;1;2
793;22;588;2;2;1;2
794;27;452;2;1;1;1
795;43;589;2;2;1;1
796;46;590;1;2;2;1
797;40;123;1;2;2;1
798;68;591;1;1;1;1
799;42;592;2;2;1;1
800;44;593;2;2;2;1
801;44;594;1;1;1;1
802;29;595;1;2;2;1
803;50;596;1;2;2;1
804;37;12;2;2;1;2
805;33;47;1;2;1;2
806;58;597;2;2;2;1
807;26;598;2;1;1;1
808;49;599;1;2;2;1
809;22;83;2;2;2;1
810;50;600;1;2;2;1
811;22;171;1;2;2;2
812;41;336;2;2;2;1
813;11;124;2;1;1;1
814;59;601;2;2;2;1
815;41;23;2;2;2;1
816;56;602;2;1;1;1
817;31;603;2;2;2;1
818;27;604;1;2;2;1
819;56;605;2;2;1;2
820;38;606;2;2;1;1
821;56;607;1;1;1;1
822;56;608;2;2;1;1
823;25;609;1;2;1;2
824;47;594;2;2;2;1
825;72;610;1;2;1;1
826;43;611;1;2;2;1
827;27;381;1;1;1;1
828;39;612;1;2;2;1
829;11;397;2;1;1;1
830;21;613;1;2;1;2
831;43;71;1;2;2;1
832;47;614;2;2;2;1
833;40;249;1;1;1;1
834;52;615;2;2;2;1
835;38;175;1;2;1;2
836;66;444;1;2;2;1
837;44;491;2;2;2;1
838;42;273;2;1;1;1
839;39;79;1;2;1;2
840;55;135;2;2;2;1
841;8;616;2;1;1;1
842;50;617;2;2;2;1
843;58;618;2;2;2;1
844;41;320;2;2;2;1
845;18;171;2;1;1;1
846;30;209;1;1;1;1
847;19;619;2;1;1;1
848;25;620;1;2;1;2
849;58;184;1;1;1;1
850;23;194;1;2;2;1
851;49;621;2;1;1;1
852;18;312;2;1;1;1
853;26;620;2;1;1;1
854;50;534;2;2;2;1
855;32;622;2;2;2;1
856;70;27;2;2;2;1
857;14;623;1;1;1;1
858;56;624;1;2;2;1
859;70;625;2;2;1;1
860;22;465;1;1;1;1
861;37;626;2;2;2;1
862;24;621;2;2;2;1
863;33;627;2;1;1;1
864;37;628;2;1;1;1
865;70;629;1;1;1;1
866;36;630;1;2;1;2
867;32;45;1;1;1;1
868;8;586;2;1;1;1
869;26;631;1;2;1;1
870;51;632;2;2;2;1
871;47;633;1;2;1;1
872;36;213;2;1;1;1
873;25;385;1;2;1;1
874;51;508;1;2;2;1
875;49;165;2;1;1;1
876;44;439;1;2;2;1
877;31;634;1;2;2;1
878;27;635;1;2;2;1
879;27;221;2;2;1;2
880;52;636;1;2;2;1
881;55;637;1;2;1;1
882;64;638;2;1;1;1
883;8;38;2;1;1;1
884;37;553;2;2;1;1
885;44;639;1;1;1;1
886;41;11;1;1;1;1
887;37;299;2;1;1;1
888;59;640;2;1;1;1
889;43;107;2;1;1;1
890;25;641;2;2;2;2
891;54;642;2;2;2;1
892;58;221;1;1;1;1
893;46;643;1;2;2;1
894;39;365;2;2;2;1
895;58;128;2;2;2;1
896;10;548;1;2;1;1
897;16;644;2;2;1;1
898;43;99;1;2;2;1
899;63;645;2;1;1;1
900;25;123;2;1;1;1
901;47;646;1;2;2;1
902;23;62;2;2;1;1
903;58;205;2;2;1;1
904;49;91;2;1;1;1
905;49;139;2;2;1;1
906;16;110;2;1;1;1
907;40;647;1;2;1;2
908;58;648;1;2;2;1
909;27;79;1;1;1;1
910;29;221;2;2;1;2
911;43;174;1;2;2;1
912;58;649;1;2;2;1
913;46;332;1;2;2;1
914;38;385;2;2;2;1
915;15;650;2;1;1;1
916;49;45;2;2;2;1
917;49;209;1;2;1;1
918;42;651;2;1;1;1
919;63;385;2;2;1;1
920;33;652;2;1;1;1
921;55;653;2;2;1;1
922;29;33;1;1;1;1
923;25;586;2;1;1;1
924;45;654;1;2;2;1
925;70;299;1;1;2;1
926;25;129;2;2;2;2
927;67;655;2;1;1;1
928;45;656;1;2;2;1
929;39;657;2;2;2;1
930;41;54;1;2;1;1
931;56;600;2;2;2;1
932;11;427;1;1;1;1
933;19;594;1;2;1;1
934;22;5;2;2;2;2
935;27;209;2;2;1;2
936;29;375;2;1;2;1
937;34;658;2;1;1;1
938;21;585;1;1;1;1
939;51;368;2;2;1;1
940;52;659;2;2;2;1
941;34;83;1;2;1;2
942;40;288;1;2;1;1
943;33;660;2;2;1;1
944;26;661;1;2;2;1
945;56;662;2;1;1;1
946;28;631;2;1;1;1
947;53;5;1;1;1;1
948;56;663;1;1;1;1
949;23;428;1;1;1;1
950;27;149;1;2;1;1
951;38;12;1;2;1;1
952;23;191;2;1;1;1
953;41;110;1;1;1;1
954;31;29;1;2;2;1
955;42;664;2;2;2;1
956;52;665;2;1;1;1
957;16;301;2;2;2;1
958;29;570;1;2;1;2
959;35;666;2;2;2;1
960;29;99;1;1;1;1
961;21;667;1;2;1;2
962;38;524;1;2;1;1
963;48;110;2;1;1;1
964;61;668;1;1;1;1
965;52;359;2;2;2;1
966;52;249;1;1;1;1
967;33;669;1;1;1;1
968;39;670;1;2;1;1
969;26;67;2;2;1;2
970;58;671;1;2;1;1
971;24;396;1;2;2;2
972;45;672;1;2;2;1
973;28;673;2;1;1;1
974;30;674;1;2;2;1
975;34;178;1;1;1;1
976;49;675;1;2;2;1
977;58;29;2;2;2;1
978;41;676;1;2;2;1
979;58;677;2;2;2;1
980;21;678;2;2;2;2
981;27;61;2;1;1;1
982;49;37;2;2;2;1
983;13;51;1;1;1;1
984;27;86;2;2;2;1
985;28;679;1;2;2;1
986;17;494;1;1;1;1
987;54;680;2;2;1;2
988;59;681;1;2;1;1
989;24;381;2;2;1;2
990;27;682;1;2;2;1
991;29;642;2;2;2;1
992;40;683;1;2;2;1
993;26;684;2;1;1;1
994;60;222;1;2;2;1
